train_id,direction,track,step,time_s,pos,CI,gnb,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL,CQI_sb1,CQI_sb2,CQI_sb3,CQI_sb4,CQI_sb5,CQI_sb6,CQI_sb7,UL_SNR_sb1,UL_SNR_sb2,UL_SNR_sb3,UL_SNR_sb4,UL_SNR_sb5,UL_SNR_sb6,UL_SNR_sb7
64,dn,A,16025,4006.25,0,1,1,2359.0,3.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.3080703973408514,0.3286018861338069,0.0,0.0,0.0,0.0,0.0,0.0,0.2616140794681703,1.3144075445352277,0.2616140794681703,0.2628815089070455,1.0464563178726811,1.051526035628182,0.1308070397340851,0.0657203772267613,0.0,0.0,1.3080703973408514,0.3286018861338069,1.700491516543107,2.694535466297217,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16026,4006.5,1,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.3313506861661255,0.3355657932269674,0.0,0.0,0.0,0.0,0.0,0.0,0.2662701372332251,1.3422631729078696,0.2662701372332251,0.2684526345815739,1.0650805489329005,1.0738105383262957,0.1331350686166125,0.0671131586453934,0.0,0.0,1.3313506861661255,0.3355657932269674,1.7307558920159634,2.751639504461133,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16027,4006.75,2,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.3132118555173802,0.3329957397834464,0.0,0.0,0.0,0.0,0.0,0.0,0.262642371103476,1.3319829591337855,0.262642371103476,0.2663965918267571,1.0505694844139042,1.0655863673070285,0.131321185551738,0.0665991479566892,0.0,0.0,1.3132118555173802,0.3329957397834464,1.7071754121725944,2.7305650662242607,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16028,4007.0,3,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.2921963369260854,0.3277889153730724,0.0,0.0,0.0,0.0,0.0,0.0,0.258439267385217,1.3111556614922897,0.258439267385217,0.2622311322984579,1.0337570695408682,1.0489245291938318,0.1292196336926085,0.0655577830746144,0.0,0.0,1.2921963369260854,0.3277889153730724,1.679855238003911,2.687869106059194,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16029,4007.25,4,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.297238173242921,0.3261632620376317,0.0,0.0,0.0,0.0,0.0,0.0,0.2594476346485842,1.3046530481505267,0.2594476346485842,0.2609306096301053,1.037790538594337,1.0437224385204211,0.1297238173242921,0.0652326524075263,0.0,0.0,1.297238173242921,0.3261632620376317,1.6864096252157974,2.67453874870858,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16030,4007.5,5,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.2937222861395437,0.3286928353968631,0.0,0.0,0.0,0.0,0.0,0.0,0.2587444572279087,1.314771341587453,0.2587444572279087,0.2629542683174905,1.034977828911635,1.051817073269962,0.1293722286139543,0.0657385670793726,0.0,0.0,1.2937222861395437,0.3286928353968631,1.6818389719814069,2.695281250254278,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16031,4007.75,6,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.2965419998269647,0.3251082554630414,0.0,0.0,0.0,0.0,0.0,0.0,0.2593083999653929,1.3004330218521658,0.2593083999653929,0.2600866043704332,1.0372335998615718,1.0403464174817327,0.1296541999826964,0.0650216510926083,0.0,0.0,1.2965419998269647,0.3251082554630414,1.6855045997750544,2.66588769479694,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16032,4008.0,7,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.313965012134135,0.3281108951831649,0.0,0.0,0.0,0.0,0.0,0.0,0.262793002426827,1.3124435807326598,0.262793002426827,0.2624887161465319,1.051172009707308,1.049954864586128,0.1313965012134135,0.0656221790366329,0.0,0.0,1.313965012134135,0.3281108951831649,1.7081545157743756,2.6905093405019525,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16033,4008.25,8,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.2963766695219343,0.3278770388649019,0.0,0.0,0.0,0.0,0.0,0.0,0.2592753339043868,1.3115081554596075,0.2592753339043868,0.2623016310919215,1.0371013356175474,1.0492065243676862,0.1296376669521934,0.0655754077729803,0.0,0.0,1.2963766695219343,0.3278770388649019,1.6852896703785143,2.688591718692196,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
64,dn,A,16034,4008.5,9,1,1,2359.0,0.0,3.0,15.0,20.9,0.0,0.0,145.0,1093.0,0.0,0.0,1.301521034853613,0.3239398129553442,0.0,0.0,0.0,0.0,0.0,0.0,0.2603042069707226,1.2957592518213767,0.2603042069707226,0.2591518503642753,1.0412168278828904,1.0366074014571014,0.1301521034853613,0.0647879625910688,0.0,0.0,1.301521034853613,0.3239398129553442,1.691977345309697,2.6563064662338225,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
