train_id,direction,step,time_s,pos,CI,gnb,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL,CQI_sb1,CQI_sb2,CQI_sb3,CQI_sb4,CQI_sb5,CQI_sb6,CQI_sb7,UL_SNR_sb1,UL_SNR_sb2,UL_SNR_sb3,UL_SNR_sb4,UL_SNR_sb5,UL_SNR_sb6,UL_SNR_sb7
5,up,0,0.0,0,16,8,734.0,3.0,14.0,15.0,20.9,0.0,0.0,315.0,1317.0,0.0,0.0,1.3180130602296898,0.3247822391125581,0.2636026120459379,0.0649564478225116,0.0,0.0,0.0,0.0,0.2636026120459379,1.2991289564502326,0.2636026120459379,0.2598257912900465,1.0544104481837515,1.039303165160186,0.1318013060229689,0.0649564478225116,0.0,0.0,1.5816156722756278,0.3897386869350698,1.7134169782985966,2.663214360722977,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
5,up,1,0.25,1,16,8,734.0,0.0,14.0,15.0,20.9,0.0,0.0,315.0,1317.0,0.0,0.0,1.3413203868988783,0.3356566524934427,0.2682640773797756,0.0671313304986885,0.0,0.0,0.0,0.0,0.2682640773797756,1.3426266099737707,0.2682640773797756,0.2685253219947541,1.0730563095191026,1.0741012879790166,0.1341320386898878,0.0671313304986885,0.0,0.0,1.609584464278654,0.4027879829921312,1.7437165029685415,2.75238455044623,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
5,up,2,0.5,2,16,8,734.0,0.0,14.0,15.0,20.9,0.0,0.0,315.0,1317.0,0.0,0.0,1.3128970524263543,0.3323888159268946,0.2625794104852709,0.0664777631853789,0.0,0.0,0.0,0.0,0.2625794104852709,1.3295552637075785,0.2625794104852709,0.2659110527415157,1.0503176419410836,1.0636442109660629,0.1312897052426354,0.0664777631853789,0.0,0.0,1.5754764629116251,0.3988665791122735,1.7067661681542607,2.725588290600536,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
5,up,3,0.75,3,16,8,734.0,0.0,14.0,15.0,20.9,0.0,0.0,315.0,1317.0,0.0,0.0,1.3131069417385597,0.3287865462336116,0.2626213883477118,0.0657573092467223,0.0,0.0,0.0,0.0,0.2626213883477118,1.3151461849344463,0.2626213883477118,0.2630292369868893,1.0504855533908477,1.0521169479475572,0.1313106941738559,0.0657573092467223,0.0,0.0,1.5757283300862714,0.3945438554803339,1.7070390242601272,2.696049679115615,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
5,up,4,1.0,4,16,8,734.0,0.0,14.0,15.0,10.6,0.0,0.0,315.0,1317.0,0.0,0.0,1.301983936462302,0.3235741382251278,0.2603967872924604,0.0647148276450255,0.0,0.0,0.0,0.0,0.2603967872924604,1.2942965529005113,0.2603967872924604,0.2588593105801022,1.0415871491698416,1.035437242320409,0.1301983936462302,0.0647148276450255,0.0,0.0,1.5623807237547624,0.3882889658701534,1.6925791174009928,2.6533079334460483,15,15,15,15,15,15,15,4.3,6.9,10.6,10.6,10.6,14.4,17.5
5,up,5,1.25,5,16,8,734.0,0.0,14.0,15.0,10.6,0.0,0.0,315.0,1317.0,0.0,0.0,1.2998624308205795,0.3228258455944883,0.2599724861641159,0.0645651691188976,0.0,0.0,0.0,0.0,0.2599724861641159,1.2913033823779534,0.2599724861641159,0.2582606764755907,1.0398899446564636,1.0330427059023628,0.1299862430820579,0.0645651691188976,0.0,0.0,1.5598349169846957,0.387391014713386,1.6898211600667532,2.6471719338748043,15,15,15,15,15,15,15,4.3,6.9,10.6,10.6,10.6,14.4,17.5
5,up,6,1.5,6,16,8,1178.0,0.0,14.0,15.0,10.6,0.0,0.0,315.0,1317.0,0.0,0.0,1.316088020783099,0.3268627458490298,0.2632176041566197,0.0653725491698059,0.0,0.0,0.0,0.0,0.2632176041566197,1.3074509833961194,0.2632176041566197,0.2614901966792239,1.052870416626479,1.0459607867168956,0.1316088020783098,0.0653725491698059,0.0,0.0,1.5793056249397188,0.3922352950188358,1.7109144270180283,2.680274515962045,15,15,15,15,15,15,15,4.3,6.9,10.6,10.6,10.6,14.4,17.5
5,up,7,1.75,7,16,8,1178.0,0.0,14.0,15.0,10.6,0.0,0.0,315.0,1317.0,0.0,0.0,1.3093233641115811,0.3261003917649071,0.2618646728223163,0.0652200783529814,0.0,0.0,0.0,0.0,0.2618646728223163,1.3044015670596285,0.2618646728223163,0.2608803134119257,1.0474586912892652,1.0435212536477028,0.1309323364111581,0.0652200783529814,0.0,0.0,1.5711880369338975,0.3913204701178885,1.7021203733450558,2.6740232124722385,15,15,15,15,15,15,15,4.3,6.9,10.6,10.6,10.6,14.4,17.5
5,up,8,2.0,8,16,8,1178.0,0.0,14.0,15.0,20.9,0.0,0.0,315.0,1317.0,0.0,0.0,1.3108856520713723,0.3302485699988157,0.2621771304142745,0.0660497139997631,0.0,0.0,0.0,0.0,0.2621771304142745,1.3209942799952628,0.2621771304142745,0.2641988559990526,1.048708521657098,1.0567954239962103,0.1310885652071372,0.0660497139997631,0.0,0.0,1.573062782485647,0.3962982839985788,1.704151347692784,2.708038273990289,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
5,up,9,2.25,9,16,8,1178.0,0.0,14.0,15.0,20.9,0.0,0.0,315.0,1317.0,0.0,0.0,1.3109726475586794,0.3268939439818075,0.2621945295117359,0.0653787887963615,0.0,0.0,0.0,0.0,0.2621945295117359,1.3075757759272302,0.2621945295117359,0.261515155185446,1.0487781180469435,1.0460606207417842,0.1310972647558679,0.0653787887963615,0.0,0.0,1.5731671770704152,0.392272732778169,1.7042644418262831,2.680530340650822,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
