train_id,direction,track,step,time_s,pos,CI,gnb,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL,CQI_sb1,CQI_sb2,CQI_sb3,CQI_sb4,CQI_sb5,CQI_sb6,CQI_sb7,UL_SNR_sb1,UL_SNR_sb2,UL_SNR_sb3,UL_SNR_sb4,UL_SNR_sb5,UL_SNR_sb6,UL_SNR_sb7
153,up,A,16905,4226.25,0,15,8,991.0,3.0,13.0,11.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.261732225972941,0.3175183069491469,0.2523464451945882,0.0635036613898293,0.0,0.0,0.0,0.0,0.2523464451945882,1.2700732277965876,0.2523464451945882,0.2540146455593175,1.0093857807783528,1.01605858223727,0.1261732225972941,0.0635036613898293,0.0,0.0,1.5140786711675294,0.3810219683389763,1.6402518937648232,2.6036501169830046,8,9,11,11,11,13,14,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16906,4226.5,1,15,8,991.0,0.0,13.0,11.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.2965643817397354,0.3215827944114627,0.2593128763479471,0.0643165588822925,0.0,0.0,0.0,0.0,0.2593128763479471,1.286331177645851,0.2593128763479471,0.2572662355291702,1.0372515053917883,1.0290649421166809,0.1296564381739735,0.0643165588822925,0.0,0.0,1.5558772580876823,0.3858993532937553,1.685533696261656,2.6369789141739948,8,9,11,11,11,13,14,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16907,4226.75,2,15,8,991.0,0.0,13.0,11.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.2691347132615811,0.3179859222604102,0.2538269426523162,0.063597184452082,0.0,0.0,0.0,0.0,0.2538269426523162,1.271943689041641,0.2538269426523162,0.2543887378083281,1.0153077706092648,1.0175549512333126,0.1269134713261581,0.063597184452082,0.0,0.0,1.5229616559138974,0.3815831067124923,1.6498751272400554,2.607484562535364,8,9,11,11,11,13,14,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16908,4227.0,3,15,8,991.0,0.0,13.0,15.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.3079817853162132,0.3250053745564421,0.2615963570632426,0.0650010749112884,0.0,0.0,0.0,0.0,0.2615963570632426,1.3000214982257683,0.2615963570632426,0.2600042996451537,1.0463854282529703,1.0400171985806148,0.1307981785316213,0.0650010749112884,0.0,0.0,1.569578142379456,0.3900064494677305,1.700376320911077,2.6650440713628254,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16909,4227.25,4,15,8,991.0,0.0,13.0,15.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.2982418898836108,0.3278995756958012,0.2596483779767221,0.0655799151391602,0.0,0.0,0.0,0.0,0.2596483779767221,1.3115983027832048,0.2596483779767221,0.2623196605566409,1.0385935119068883,1.049278642226564,0.129824188988361,0.0655799151391602,0.0,0.0,1.557890267860333,0.3934794908349614,1.687714456848694,2.6887765207055696,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16910,4227.5,5,15,8,991.0,0.0,13.0,15.0,14.4,0.0,0.0,255.0,1317.0,0.0,0.0,1.3214600108821708,0.3234360805947531,0.2642920021764341,0.0646872161189506,0.0,0.0,0.0,0.0,0.2642920021764341,1.2937443223790124,0.2642920021764341,0.2587488644758025,1.057168008705737,1.03499545790321,0.132146001088217,0.0646872161189506,0.0,0.0,1.585752013058605,0.3881232967137037,1.7178980141468223,2.652175860876975,15,15,15,15,15,15,15,10.6,12.4,14.4,14.4,14.4,17.5,20.9
153,up,A,16911,4227.75,6,15,8,991.0,0.0,13.0,15.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.3083062899733804,0.3297877046904333,0.2616612579946761,0.0659575409380866,0.0,0.0,0.0,0.0,0.2616612579946761,1.3191508187617331,0.2616612579946761,0.2638301637523466,1.0466450319787044,1.0553206550093863,0.130830628997338,0.0659575409380866,0.0,0.0,1.5699675479680564,0.3957452456285199,1.7007981769653946,2.704259178461553,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16912,4228.0,7,15,8,991.0,0.0,13.0,15.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.3083005827964969,0.3272642647786067,0.2616601165592994,0.0654528529557213,0.0,0.0,0.0,0.0,0.2616601165592994,1.3090570591144268,0.2616601165592994,0.2618114118228853,1.0466404662371975,1.0472456472915417,0.1308300582796497,0.0654528529557213,0.0,0.0,1.5699606993557962,0.392717117734328,1.7007907576354462,2.683566971184575,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16913,4228.25,8,15,8,991.0,0.0,13.0,15.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.311708015603204,0.3299616099265172,0.2623416031206408,0.0659923219853034,0.0,0.0,0.0,0.0,0.2623416031206408,1.319846439706069,0.2623416031206408,0.2639692879412137,1.0493664124825632,1.055877151764855,0.1311708015603204,0.0659923219853034,0.0,0.0,1.5740496187238446,0.3959539319118207,1.7052204202841652,2.7056852013974413,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
153,up,A,16914,4228.5,9,15,8,991.0,0.0,13.0,15.0,20.9,0.0,0.0,255.0,1317.0,0.0,0.0,1.3156633899887795,0.3234779168194767,0.2631326779977559,0.0646955833638953,0.0,0.0,0.0,0.0,0.2631326779977559,1.2939116672779067,0.2631326779977559,0.2587823334555813,1.052530711991024,1.0351293338223253,0.1315663389988779,0.0646955833638953,0.0,0.0,1.5787960679865356,0.388173500183372,1.7103624069854138,2.652518917919709,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
