msg_idx,Timestamp,CI,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,M_MODE,DL Rxqual,UL Rxqual,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL
1,2025-10-05 19:58:30.578,1,2380.0,3,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2922985713733186,0.3236150119047484,0.0,0.0,0.0,0.0,0.0,0.0,0.25845971427466374,1.2944600476189936,0.25845971427466374,0.2588920095237987,1.033838857098655,1.0355680380951948,0.12922985713733187,0.06472300238094968,0.0,0.0,1.2922985713733186,0.3236150119047484,1.6799881427853143,2.6536430976189367
2,2025-10-05 19:58:30.594,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.330083345273271,0.33297802640910135,0.0,0.0,0.0,0.0,0.0,0.0,0.2660166690546542,1.3319121056364054,0.2660166690546542,0.26638242112728105,1.0640666762186168,1.0655296845091242,0.1330083345273271,0.06659560528182026,0.0,0.0,1.330083345273271,0.33297802640910135,1.7291083488552526,2.730419816554631
3,2025-10-05 19:58:30.626,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3038841652895434,0.3271222757313177,0.0,0.0,0.0,0.0,0.0,0.0,0.26077683305790866,1.3084891029252708,0.26077683305790866,0.26169782058505414,1.0431073322316347,1.0467912823402166,0.13038841652895433,0.06542445514626354,0.0,0.0,1.3038841652895434,0.3271222757313177,1.6950494148764064,2.682402660996805
4,2025-10-05 19:58:30.646,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3032900473617761,0.32348994684476373,0.0,0.0,0.0,0.0,0.0,0.0,0.26065800947235523,1.293959787379055,0.26065800947235523,0.25879195747581096,1.042632037889421,1.0351678299032439,0.13032900473617762,0.06469798936895274,0.0,0.0,1.3032900473617761,0.32348994684476373,1.694277061570309,2.6526175641270626
5,2025-10-05 19:58:30.664,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2993533131676236,0.329554387655582,0.0,0.0,0.0,0.0,0.0,0.0,0.2598706626335247,1.318217550622328,0.2598706626335247,0.2636435101244656,1.0394826505340988,1.0545740404978623,0.12993533131676235,0.0659108775311164,0.0,0.0,1.2993533131676236,0.329554387655582,1.6891593071179105,2.702345978775772
6,2025-10-05 19:58:30.685,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2955610439181813,0.32756202711447446,0.0,0.0,0.0,0.0,0.0,0.0,0.2591122087836363,1.3102481084578979,0.2591122087836363,0.2620496216915796,1.036448835134545,1.0481984867663183,0.12955610439181814,0.0655124054228949,0.0,0.0,1.2955610439181813,0.32756202711447446,1.6842293570936357,2.6860086223386905
7,2025-10-05 19:58:30.685,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.307868727268437,0.32497716003705335,0.0,0.0,0.0,0.0,0.0,0.0,0.2615737454536874,1.2999086401482134,0.2615737454536874,0.2599817280296427,1.0462949818147496,1.0399269121185708,0.1307868727268437,0.06499543200741068,0.0,0.0,1.307868727268437,0.32497716003705335,1.700229345448968,2.6648127123038376
8,2025-10-05 19:58:30.689,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3051586515191165,0.3255885104618481,0.0,0.0,0.0,0.0,0.0,0.0,0.2610317303038233,1.3023540418473925,0.2610317303038233,0.2604708083694785,1.0441269212152933,1.041883233477914,0.13051586515191166,0.06511770209236963,0.0,0.0,1.3051586515191165,0.3255885104618481,1.6967062469748515,2.6698257857871543
9,2025-10-05 19:58:30.691,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2937989354216568,0.3235472801886868,0.0,0.0,0.0,0.0,0.0,0.0,0.25875978708433134,1.2941891207547471,0.25875978708433134,0.2588378241509494,1.0350391483373254,1.0353512966037977,0.12937989354216567,0.06470945603773735,0.0,0.0,1.2937989354216568,0.3235472801886868,1.6819386160481538,2.6530876975472317
10,2025-10-05 19:58:30.755,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3181944900272822,0.32298968936728134,0.0,0.0,0.0,0.0,0.0,0.0,0.2636388980054564,1.2919587574691254,0.2636388980054564,0.2583917514938251,1.0545555920218257,1.0335670059753004,0.1318194490027282,0.06459793787345627,0.0,0.0,1.3181944900272822,0.32298968936728134,1.7136528370354667,2.648515452811707
11,2025-10-05 19:58:31.435,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.294741560682818,0.3273858615471752,0.0,0.0,0.0,0.0,0.0,0.0,0.2589483121365636,1.3095434461887008,0.2589483121365636,0.26190868923774013,1.0357932485462544,1.0476347569509605,0.1294741560682818,0.06547717230943503,0.0,0.0,1.294741560682818,0.3273858615471752,1.6831640288876633,2.6845640646868367
12,2025-10-05 19:58:31.843,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2984543586426107,0.3289396619424484,0.0,0.0,0.0,0.0,0.0,0.0,0.2596908717285221,1.3157586477697936,0.2596908717285221,0.2631517295539587,1.0387634869140885,1.0526069182158349,0.12984543586426106,0.06578793238848968,0.0,0.0,1.2984543586426107,0.3289396619424484,1.6879906662353938,2.697305227928077
13,2025-10-05 19:58:31.880,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2922674663662597,0.3242954044236622,0.0,0.0,0.0,0.0,0.0,0.0,0.25845349327325196,1.297181617694649,0.25845349327325196,0.25943632353892976,1.0338139730930078,1.037745294155719,0.12922674663662598,0.06485908088473244,0.0,0.0,1.2922674663662597,0.3242954044236622,1.6799477062761377,2.6592223162740303
14,2025-10-05 19:58:32.360,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3208170567479485,0.32401478392145255,0.0,0.0,0.0,0.0,0.0,0.0,0.2641634113495897,1.2960591356858102,0.2641634113495897,0.25921182713716207,1.0566536453983588,1.0368473085486483,0.13208170567479485,0.06480295678429052,0.0,0.0,1.3208170567479485,0.32401478392145255,1.7170621737723333,2.656921228155911
15,2025-10-05 19:58:32.459,1,2380.0,0,3,15,20.9,0,0,140.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3189087054905695,0.33035232224195754,0.0,0.0,0.0,0.0,0.0,0.0,0.2637817410981139,1.3214092889678302,0.2637817410981139,0.26428185779356606,1.0551269643924557,1.0571274311742642,0.13189087054905696,0.06607046444839151,0.0,0.0,1.3189087054905695,0.33035232224195754,1.7145813171377404,2.708889042384052
16,2025-10-05 19:58:32.459,1,38.0,0,3,15,20.9,0,0,140.0,1421.0,STM National,0.0,0.0,0.0,0.0,1.3032493753259924,0.32998164644790695,0.0,0.0,0.0,0.0,0.0,0.0,0.2606498750651985,1.3199265857916278,0.2606498750651985,0.26398531715832557,1.042599500260794,1.0559412686333023,0.13032493753259924,0.06599632928958139,0.0,0.0,1.3032493753259924,0.32998164644790695,1.6942241879237903,2.705849500872837
17,2025-10-05 19:58:32.587,1,38.0,0,3,15,20.9,0,0,140.0,1421.0,STM National,0.0,0.0,0.0,0.0,1.3086407952726757,0.32526942911518664,0.0,0.0,0.0,0.0,0.0,0.0,0.26172815905453517,1.3010777164607465,0.26172815905453517,0.2602155432921493,1.0469126362181407,1.0408621731685972,0.13086407952726758,0.06505388582303732,0.0,0.0,1.3086407952726757,0.32526942911518664,1.7012330338544785,2.6672093187445305
18,2025-10-05 19:58:32.715,1,44.0,0,3,15,20.9,0,0,140.0,1421.0,STM National,0.0,0.0,0.0,0.0,1.315509840480185,0.329512721198962,0.0,0.0,0.0,0.0,0.0,0.0,0.26310196809603703,1.318050884795848,0.26310196809603703,0.2636101769591696,1.0524078723841481,1.0544407078366784,0.13155098404801852,0.0659025442397924,0.0,0.0,1.315509840480185,0.329512721198962,1.7101627926242406,2.7020043138314884
19,2025-10-05 19:58:32.840,1,44.0,0,3,15,20.9,0,0,140.0,1421.0,STM National,0.0,0.0,0.0,0.0,1.314631618283548,0.328383663311988,0.0,0.0,0.0,0.0,0.0,0.0,0.2629263236567096,1.313534653247952,0.2629263236567096,0.2627069306495904,1.0517052946268384,1.0508277225983615,0.1314631618283548,0.0656767326623976,0.0,0.0,1.314631618283548,0.328383663311988,1.7090211037686123,2.6927460391583016
20,2025-10-05 19:58:33.123,1,44.0,0,3,15,20.9,0,0,140.0,1421.0,STM National,0.0,0.0,0.0,0.0,1.303234799758648,0.3234533143330841,0.0,0.0,0.0,0.0,0.0,0.0,0.2606469599517296,1.2938132573323364,0.2606469599517296,0.25876265146646726,1.0425878398069184,1.035050605865869,0.1303234799758648,0.06469066286661682,0.0,0.0,1.303234799758648,0.3234533143330841,1.6942052396862424,2.6523171775312897
21,2025-10-05 19:58:33.251,1,44.0,0,3,15,20.9,0,0,140.0,1421.0,STM National,0.0,0.0,0.0,0.0,1.313095645203978,0.32807608376526576,0.0,0.0,0.0,0.0,0.0,0.0,0.2626191290407956,1.312304335061063,0.2626191290407956,0.2624608670122126,1.0504765161631824,1.0498434680488504,0.1313095645203978,0.06561521675305315,0.0,0.0,1.313095645203978,0.32807608376526576,1.7070243387651716,2.690223886875179
