msg_idx,Timestamp,CI,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,M_MODE,DL Rxqual,UL Rxqual,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL
1,2025-10-02 07:57:39.510,15,561.0,3,13,11,20.9,0,0,300.0,1317.0,Full Supervision,2.0,0.0,0.0,0.0,1.2498223576137284,0.3150705275736848,0.24996447152274567,0.06301410551473696,0.0,0.0,0.0,0.0,0.24996447152274567,1.2602821102947392,0.24996447152274567,0.25205642205894785,0.9998578860909827,1.0082256882357914,0.12498223576137284,0.06301410551473696,0.0,0.0,1.499786829136474,0.3780846330884218,1.6247690648978468,2.5835783261042153
2,2025-10-02 07:57:39.862,15,561.0,0,13,11,20.9,0,0,300.0,1317.0,Full Supervision,2.0,0.0,0.0,0.0,1.2940152411765111,0.3221035562482645,0.2588030482353022,0.0644207112496529,0.0,0.0,0.0,0.0,0.2588030482353022,1.288414224993058,0.2588030482353022,0.2576828449986116,1.0352121929412088,1.0307313799944464,0.1294015241176511,0.0644207112496529,0.0,0.0,1.5528182894118134,0.38652426749791735,1.6822198135294644,2.641249161235769
3,2025-10-02 07:57:39.862,15,987.0,0,13,11,20.9,0,0,300.0,1317.0,Full Supervision,2.0,0.0,0.0,0.0,1.2715326862834877,0.32115153467614255,0.25430653725669755,0.0642303069352285,0.0,0.0,0.0,0.0,0.25430653725669755,1.2846061387045702,0.25430653725669755,0.256921227740914,1.0172261490267902,1.027684910963656,0.12715326862834878,0.0642303069352285,0.0,0.0,1.5258392235401852,0.38538184161137107,1.6529924921685342,2.633442584344369
4,2025-10-02 07:57:40.266,15,987.0,0,13,11,20.9,0,0,300.0,1317.0,Full Supervision,2.0,0.0,0.0,0.0,1.249477044082984,0.31262497986240523,0.24989540881659683,0.06252499597248104,0.0,0.0,0.0,0.0,0.24989540881659683,1.250499919449621,0.24989540881659683,0.25009998388992416,0.9995816352663873,1.0003999355596966,0.12494770440829842,0.06252499597248104,0.0,0.0,1.4993724528995809,0.3751499758348863,1.6243201573078796,2.563524834871723
5,2025-10-02 07:57:40.778,15,987.0,0,13,11,20.9,0,0,300.0,1317.0,Full Supervision,2.0,0.0,0.0,0.0,1.2550485542309073,0.3123861876364902,0.25100971084618146,0.06247723752729804,0.0,0.0,0.0,0.0,0.25100971084618146,1.2495447505459607,0.25100971084618146,0.24990895010919215,1.0040388433847258,0.9996358004367686,0.12550485542309073,0.06247723752729804,0.0,0.0,1.5060582650770888,0.37486342516378823,1.6315631205001793,2.5615667386192196
6,2025-10-02 07:57:40.867,15,987.0,0,13,15,10.6,0,0,301.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.3159129185470284,0.32836863505466246,0.26318258370940567,0.06567372701093249,0.0,0.0,0.0,0.0,0.26318258370940567,1.3134745402186498,0.26318258370940567,0.26269490804372997,1.0527303348376227,1.0507796321749199,0.13159129185470284,0.06567372701093249,0.0,0.0,1.5790955022564341,0.39404236206559495,1.7106867941111368,2.6926228074482323
7,2025-10-02 07:57:41.142,15,987.0,0,13,15,10.6,0,0,301.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.3145410224498226,0.32904645099734836,0.26290820448996455,0.06580929019946967,0.0,0.0,0.0,0.0,0.26290820448996455,1.3161858039893934,0.26290820448996455,0.2632371607978787,1.0516328179598582,1.0529486431915147,0.13145410224498227,0.06580929019946967,0.0,0.0,1.577449226939787,0.39485574119681804,1.7089033291847695,2.6981808981782565
8,2025-10-02 07:57:41.347,15,987.0,0,13,15,10.6,0,0,301.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.3152500943100036,0.3278206080069983,0.26305001886200075,0.06556412160139966,0.0,0.0,0.0,0.0,0.26305001886200075,1.3112824320279932,0.26305001886200075,0.2622564864055986,1.052200075448003,1.0490259456223945,0.13152500943100037,0.06556412160139966,0.0,0.0,1.5783001131720042,0.393384729608398,1.7098251226030048,2.6881289856573862
9,2025-10-02 07:57:41.526,15,987.0,0,13,15,10.6,0,0,301.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.3213968636596387,0.32647860146291297,0.26427937273192775,0.0652957202925826,0.0,0.0,0.0,0.0,0.26427937273192775,1.3059144058516519,0.26427937273192775,0.2611828811703304,1.057117490927711,1.0447315246813216,0.13213968636596388,0.0652957202925826,0.0,0.0,1.5856762363915664,0.39177432175549554,1.7178159227575305,2.6771245319958865
10,2025-10-02 07:57:41.827,15,987.0,0,13,15,10.6,0,0,302.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.2933556177603007,0.32768859545513235,0.2586711235520601,0.06553771909102647,0.0,0.0,0.0,0.0,0.2586711235520601,1.3107543818205294,0.2586711235520601,0.2621508763641059,1.0346844942082405,1.0486035054564236,0.12933556177603006,0.06553771909102647,0.0,0.0,1.552026741312361,0.3932263145461588,1.6813623030883909,2.6870464827320855
