msg_idx,Timestamp,CI,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,M_MODE,DL Rxqual,UL Rxqual,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL
1,2025-10-01 19:39:21.566,1,2365.0,3,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2999851376684477,0.32515737879158846,0.0,0.0,0.0,0.0,0.0,0.0,0.25999702753368953,1.3006295151663538,0.25999702753368953,0.26012590303327077,1.0399881101347581,1.040503612133083,0.12999851376684476,0.06503147575831769,0.0,0.0,1.2999851376684477,0.32515737879158846,1.6899806789689817,2.666290506091025
2,2025-10-01 19:39:21.576,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.339788513840966,0.33331328435451457,0.0,0.0,0.0,0.0,0.0,0.0,0.2679577027681932,1.3332531374180583,0.2679577027681932,0.2666506274836117,1.0718308110727728,1.0666025099344467,0.1339788513840966,0.06666265687090292,0.0,0.0,1.339788513840966,0.33331328435451457,1.7417250679932557,2.7331689317070196
3,2025-10-01 19:39:21.586,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.307826575871796,0.3295363099513614,0.0,0.0,0.0,0.0,0.0,0.0,0.2615653151743592,1.3181452398054456,0.2615653151743592,0.2636290479610891,1.0462612606974369,1.0545161918443564,0.1307826575871796,0.06590726199027228,0.0,0.0,1.307826575871796,0.3295363099513614,1.7001745486333348,2.7021977416011635
4,2025-10-01 19:39:21.596,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3139848673176608,0.3284916089024049,0.0,0.0,0.0,0.0,0.0,0.0,0.26279697346353215,1.3139664356096197,0.26279697346353215,0.26279328712192396,1.0511878938541286,1.0511731484876958,0.13139848673176607,0.06569832178048099,0.0,0.0,1.3139848673176608,0.3284916089024049,1.708180327512959,2.6936311929997205
5,2025-10-01 19:39:21.623,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.311653926290023,0.3242131580797335,0.0,0.0,0.0,0.0,0.0,0.0,0.26233078525800463,1.296852632318934,0.26233078525800463,0.2593705264637868,1.0493231410320185,1.037482105855147,0.13116539262900231,0.0648426316159467,0.0,0.0,1.311653926290023,0.3242131580797335,1.7051501041770303,2.6585478962538147
6,2025-10-01 19:39:21.643,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.311708935216378,0.3268876965408779,0.0,0.0,0.0,0.0,0.0,0.0,0.2623417870432756,1.3075507861635116,0.2623417870432756,0.2615101572327023,1.0493671481731024,1.0460406289308093,0.1311708935216378,0.06537753930817558,0.0,0.0,1.311708935216378,0.3268876965408779,1.7052216157812914,2.680479111635199
7,2025-10-01 19:39:21.671,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3071995074227098,0.323462197580358,0.0,0.0,0.0,0.0,0.0,0.0,0.261439901484542,1.293848790321432,0.261439901484542,0.25876975806428637,1.045759605938168,1.0350790322571455,0.130719950742271,0.06469243951607159,0.0,0.0,1.3071995074227098,0.323462197580358,1.699359359649523,2.6523900201589354
8,2025-10-01 19:39:21.697,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2921623130563396,0.32678493778110324,0.0,0.0,0.0,0.0,0.0,0.0,0.2584324626112679,1.307139751124413,0.2584324626112679,0.2614279502248826,1.0337298504450716,1.0457118008995303,0.12921623130563395,0.06535698755622064,0.0,0.0,1.2921623130563396,0.32678493778110324,1.6798110069732413,2.6796364898050467
9,2025-10-01 19:39:21.697,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3158348480257551,0.32569051542373745,0.0,0.0,0.0,0.0,0.0,0.0,0.263166969605151,1.3027620616949498,0.263166969605151,0.26055241233898996,1.052667878420604,1.0422096493559598,0.1315834848025755,0.06513810308474749,0.0,0.0,1.3158348480257551,0.32569051542373745,1.7105853024334814,2.670662226474647
10,2025-10-01 19:39:21.701,1,2365.0,0,3,15,20.9,0,0,150.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.301112801411655,0.3265221998496882,0.0,0.0,0.0,0.0,0.0,0.0,0.26022256028233104,1.3060887993987529,0.26022256028233104,0.2612177598797506,1.0408902411293242,1.0448710395190024,0.13011128014116552,0.06530443996993765,0.0,0.0,1.301112801411655,0.3265221998496882,1.6914466418351517,2.6774820387674434
