msg_idx,Timestamp,CI,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,M_MODE,DL Rxqual,UL Rxqual,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL
1,2025-10-07 14:08:54.433,15,1118.0,3,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3199852306816724,0.3295542431546088,0.26399704613633446,0.06591084863092175,0.0,0.0,0.0,0.0,0.26399704613633446,1.3182169726184352,0.26399704613633446,0.263643394523687,1.0559881845453378,1.054573578094748,0.13199852306816723,0.06591084863092175,0.0,0.0,1.583982276818007,0.3954650917855306,1.715980799886174,2.702344793867792
2,2025-10-07 14:08:54.717,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3206638795647656,0.33461506005066305,0.26413277591295314,0.06692301201013261,0.0,0.0,0.0,0.0,0.26413277591295314,1.3384602402026522,0.26413277591295314,0.26769204804053043,1.0565311036518126,1.0707681921621217,0.13206638795647657,0.06692301201013261,0.0,0.0,1.5847966554777186,0.40153807206079567,1.7168630434341954,2.743843492415437
3,2025-10-07 14:08:55.101,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.332555168722903,0.3316260973333552,0.26651103374458057,0.06632521946667104,0.0,0.0,0.0,0.0,0.26651103374458057,1.3265043893334207,0.26651103374458057,0.26530087786668416,1.0660441349783223,1.0612035114667366,0.13325551687229029,0.06632521946667104,0.0,0.0,1.5990662024674835,0.3979513168000262,1.7323217193397735,2.7193339981335125
4,2025-10-07 14:08:55.249,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.310525779974137,0.32587334885597075,0.2621051559948274,0.06517466977119415,0.0,0.0,0.0,0.0,0.2621051559948274,1.303493395423883,0.2621051559948274,0.2606986790847766,1.0484206239793097,1.0427947163391065,0.1310525779974137,0.06517466977119415,0.0,0.0,1.5726309359689643,0.3910480186271649,1.7036835139663782,2.6721614606189603
5,2025-10-07 14:08:55.748,15,1118.0,0,13,13,6.9,0,0,315.0,1317.0,Full Supervision,1.0,3.0,0.0,0.0,1.2974132011393809,0.3237047032761572,0.25948264022787615,0.06474094065523144,0.0,0.0,0.0,0.0,0.25948264022787615,1.2948188131046288,0.25948264022787615,0.25896376262092574,1.0379305609115046,1.035855050483703,0.12974132011393807,0.06474094065523144,0.0,0.0,1.5568958413672571,0.38844564393138864,1.686637161481195,2.654378566864489
6,2025-10-07 14:08:56.228,15,1118.0,0,13,15,10.6,0,0,315.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.2965563244805862,0.3293554634806083,0.2593112648961172,0.06587109269612165,0.0,0.0,0.0,0.0,0.2593112648961172,1.3174218539224332,0.2593112648961172,0.2634843707844866,1.0372450595844689,1.0539374831379464,0.1296556324480586,0.06587109269612165,0.0,0.0,1.5558675893767036,0.39522655617672997,1.685523221824762,2.700714800540988
7,2025-10-07 14:08:56.529,15,1118.0,0,13,15,10.6,0,0,315.0,1317.0,Full Supervision,0.0,2.0,0.0,0.0,1.29160978351132,0.3279249082909741,0.258321956702264,0.06558498165819482,0.0,0.0,0.0,0.0,0.258321956702264,1.3116996331638964,0.258321956702264,0.2623399266327793,1.033287826809056,1.049359706531117,0.129160978351132,0.06558498165819482,0.0,0.0,1.5499317402135842,0.3935098899491689,1.679092718564716,2.688984247985988
8,2025-10-07 14:08:56.708,15,1118.0,0,13,15,17.5,0,0,315.0,1317.0,Full Supervision,0.0,1.0,0.0,0.0,1.3026879882061826,0.3277903317677844,0.2605375976412365,0.06555806635355688,0.0,0.0,0.0,0.0,0.2605375976412365,1.3111613270711375,0.2605375976412365,0.2622322654142275,1.042150390564946,1.04892906165691,0.13026879882061826,0.06555806635355688,0.0,0.0,1.563225585847419,0.39334839812134126,1.6934943846680373,2.6878807204958317
9,2025-10-07 14:08:57.188,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2992277927490892,0.3231797848886796,0.25984555854981783,0.06463595697773591,0.0,0.0,0.0,0.0,0.25984555854981783,1.2927191395547184,0.25984555854981783,0.25854382791094366,1.0393822341992713,1.0341753116437746,0.12992277927490892,0.06463595697773591,0.0,0.0,1.559073351298907,0.38781574186641554,1.688996130573816,2.6500742360871725
10,2025-10-07 14:08:57.277,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3106526133783205,0.32696975805759443,0.2621305226756641,0.06539395161151888,0.0,0.0,0.0,0.0,0.2621305226756641,1.3078790322303777,0.2621305226756641,0.26157580644607553,1.0485220907026565,1.0463032257843021,0.13106526133783206,0.06539395161151888,0.0,0.0,1.5727831360539846,0.3923637096691133,1.7038483973918168,2.681152016072274
11,2025-10-07 14:08:57.668,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3040135976199814,0.32942649327084783,0.26080271952399625,0.06588529865416956,0.0,0.0,0.0,0.0,0.26080271952399625,1.3177059730833913,0.26080271952399625,0.26354119461667824,1.043210878095985,1.054164778466713,0.13040135976199813,0.06588529865416956,0.0,0.0,1.5648163171439777,0.3953117919250174,1.6952176769059757,2.7012972448209522
12,2025-10-07 14:08:57.937,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3144772236294169,0.3236683869117769,0.2628954447258834,0.06473367738235539,0.0,0.0,0.0,0.0,0.2628954447258834,1.2946735476471076,0.2628954447258834,0.25893470952942155,1.0515817789035335,1.0357388381176862,0.1314477223629417,0.06473367738235539,0.0,0.0,1.5773726683553002,0.38840206429413227,1.7088203907182422,2.6540807726765707
13,2025-10-07 14:08:58.148,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.300915174930886,0.3240946153530416,0.26018303498617723,0.06481892307060833,0.0,0.0,0.0,0.0,0.26018303498617723,1.2963784614121665,0.26018303498617723,0.2592756922824333,1.040732139944709,1.0371027691297332,0.13009151749308862,0.06481892307060833,0.0,0.0,1.5610982099170632,0.38891353842364995,1.691189727410152,2.6575758458949412
14,2025-10-07 14:08:58.628,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3039934730016043,0.3287010209935094,0.26079869460032085,0.06574020419870188,0.0,0.0,0.0,0.0,0.26079869460032085,1.3148040839740376,0.26079869460032085,0.26296081679480754,1.0431947784012834,1.0518432671792302,0.13039934730016042,0.06574020419870188,0.0,0.0,1.5647921676019252,0.39444122519221125,1.6951915149020853,2.695348372146777
15,2025-10-07 14:08:58.941,15,1118.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.31600209685084,0.3227545090473932,0.26320041937016797,0.06455090180947864,0.0,0.0,0.0,0.0,0.26320041937016797,1.291018036189573,0.26320041937016797,0.2582036072379146,1.0528016774806719,1.0328144289516583,0.13160020968508399,0.06455090180947864,0.0,0.0,1.579202516221008,0.38730541085687187,1.7108027259060916,2.6465869741886245
16,2025-10-07 14:08:58.941,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2956835941804932,0.3259940101756085,0.2591367188360986,0.0651988020351217,0.0,0.0,0.0,0.0,0.2591367188360986,1.303976040702434,0.2591367188360986,0.2607952081404868,1.0365468753443945,1.0431808325619472,0.1295683594180493,0.0651988020351217,0.0,0.0,1.5548203130165918,0.39119281221073016,1.6843886724346409,2.6731508834399893
17,2025-10-07 14:08:59.089,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2967056300975366,0.32369333755422525,0.2593411260195073,0.06473866751084505,0.0,0.0,0.0,0.0,0.2593411260195073,1.294773350216901,0.2593411260195073,0.2589546700433802,1.0373645040780293,1.0358186801735207,0.12967056300975366,0.06473866751084505,0.0,0.0,1.556046756117044,0.3884320050650703,1.6857173191267976,2.654285367944647
18,2025-10-07 14:08:59.108,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2916288969607077,0.3238984102893143,0.2583257793921415,0.06477968205786286,0.0,0.0,0.0,0.0,0.2583257793921415,1.2955936411572573,0.2583257793921415,0.25911872823145143,1.033303117568566,1.0364749129258057,0.12916288969607076,0.06477968205786286,0.0,0.0,1.5499546763528493,0.3886780923471772,1.67911756604892,2.6559669643723773
19,2025-10-07 14:08:59.345,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.311606925276466,0.3292480446893038,0.2623213850552932,0.06584960893786077,0.0,0.0,0.0,0.0,0.2623213850552932,1.3169921787572152,0.2623213850552932,0.26339843575144306,1.0492855402211727,1.0535937430057722,0.1311606925276466,0.06584960893786077,0.0,0.0,1.5739283103317592,0.39509765362716454,1.7050890028594055,2.699833966452291
20,2025-10-07 14:08:59.588,15,1565.0,0,13,13,20.9,0,0,315.0,1317.0,Full Supervision,1.0,0.0,0.0,0.0,1.2869727649416678,0.32117557692475657,0.2573945529883336,0.06423511538495132,0.0,0.0,0.0,0.0,0.2573945529883336,1.2847023076990263,0.2573945529883336,0.25694046153980526,1.0295782119533343,1.027761846159221,0.1286972764941668,0.06423511538495132,0.0,0.0,1.5443673179300013,0.38541069230970787,1.6730645944241682,2.633639730783004
21,2025-10-07 14:08:59.709,15,1565.0,0,13,13,20.9,0,0,315.0,1317.0,Full Supervision,1.0,0.0,0.0,0.0,1.2871482455558538,0.32221370867932675,0.2574296491111708,0.06444274173586535,0.0,0.0,0.0,0.0,0.2574296491111708,1.288854834717307,0.2574296491111708,0.2577709669434614,1.029718596444683,1.0310838677738456,0.1287148245555854,0.06444274173586535,0.0,0.0,1.5445778946670246,0.3866564504151921,1.6732927192226101,2.6421524111704793
22,2025-10-07 14:09:00.068,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3061038069141189,0.3268339379412819,0.2612207613828238,0.06536678758825638,0.0,0.0,0.0,0.0,0.2612207613828238,1.3073357517651276,0.2612207613828238,0.26146715035302553,1.0448830455312952,1.0458686014121021,0.1306103806914119,0.06536678758825638,0.0,0.0,1.5673245682969426,0.3922007255295383,1.6979349489883546,2.6800382911185117
23,2025-10-07 14:09:00.093,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3082060133537348,0.3283055348906152,0.261641202670747,0.06566110697812304,0.0,0.0,0.0,0.0,0.261641202670747,1.3132221395624608,0.261641202670747,0.26264442791249215,1.046564810682988,1.0505777116499686,0.1308206013353735,0.06566110697812304,0.0,0.0,1.5698472160244816,0.39396664186873825,1.7006678173598553,2.692105386103045
24,2025-10-07 14:09:00.113,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3127245942594428,0.3266482272067833,0.2625449188518886,0.06532964544135667,0.0,0.0,0.0,0.0,0.2625449188518886,1.3065929088271333,0.2625449188518886,0.26131858176542666,1.0501796754075543,1.0452743270617066,0.1312724594259443,0.06532964544135667,0.0,0.0,1.5752695131113312,0.39197787264814,1.7065419725372757,2.678515463095623
25,2025-10-07 14:09:00.548,15,1565.0,0,13,11,14.4,0,0,315.0,1317.0,Full Supervision,2.0,1.0,0.0,0.0,1.250984243637834,0.3176568878080278,0.2501968487275668,0.06353137756160557,0.0,0.0,0.0,0.0,0.2501968487275668,1.2706275512321112,0.2501968487275668,0.25412551024642227,1.0007873949102672,1.016502040985689,0.1250984243637834,0.06353137756160557,0.0,0.0,1.5011810923654008,0.38118826536963335,1.6262795167291844,2.6047864800258282
26,2025-10-07 14:09:01.028,15,1565.0,0,13,15,14.4,0,0,315.0,1317.0,Full Supervision,0.0,1.0,0.0,0.0,1.2909783390683578,0.3294273366929874,0.25819566781367154,0.06588546733859749,0.0,0.0,0.0,0.0,0.25819566781367154,1.3177093467719496,0.25819566781367154,0.26354186935438995,1.0327826712546861,1.0541674774175598,0.12909783390683577,0.06588546733859749,0.0,0.0,1.5491740068820294,0.39531280403158486,1.678271840788865,2.7013041608824966
27,2025-10-07 14:09:01.508,15,1565.0,0,13,15,14.4,0,0,315.0,1317.0,Full Supervision,0.0,1.0,0.0,0.0,1.2949301775485267,0.32875447129359037,0.25898603550970534,0.06575089425871808,0.0,0.0,0.0,0.0,0.25898603550970534,1.3150178851743615,0.25898603550970534,0.2630035770348723,1.0359441420388213,1.0520143081394893,0.12949301775485267,0.06575089425871808,0.0,0.0,1.553916213058232,0.3945053655523084,1.6834092308130848,2.695786664607441
28,2025-10-07 14:09:01.521,15,1565.0,0,13,15,14.4,0,0,315.0,1317.0,Full Supervision,0.0,1.0,0.0,0.0,1.3067506687279915,0.32388686153924234,0.2613501337455983,0.06477737230784847,0.0,0.0,0.0,0.0,0.2613501337455983,1.2955474461569694,0.2613501337455983,0.2591094892313939,1.0454005349823932,1.0364379569255755,0.13067506687279914,0.06477737230784847,0.0,0.0,1.5681008024735898,0.3886642338470908,1.6987758693463888,2.655872264621787
29,2025-10-07 14:09:01.988,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.296384270675071,0.32550121106666563,0.2592768541350142,0.06510024221333313,0.0,0.0,0.0,0.0,0.2592768541350142,1.3020048442666625,0.2592768541350142,0.2604009688533325,1.037107416540057,1.04160387541333,0.1296384270675071,0.06510024221333313,0.0,0.0,1.5556611248100851,0.39060145327999873,1.6852995518775924,2.669109930746658
30,2025-10-07 14:09:02.269,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3134731030280447,0.3278581258700048,0.26269462060560894,0.06557162517400096,0.0,0.0,0.0,0.0,0.26269462060560894,1.3114325034800192,0.26269462060560894,0.26228650069600384,1.0507784824224358,1.0491460027840154,0.13134731030280447,0.06557162517400096,0.0,0.0,1.5761677236336535,0.39342975104400574,1.7075150339364582,2.688436632134039
31,2025-10-07 14:09:02.468,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3130429077755523,0.3254316337720524,0.26260858155511047,0.06508632675441048,0.0,0.0,0.0,0.0,0.26260858155511047,1.3017265350882097,0.26260858155511047,0.2603453070176419,1.0504343262204419,1.0413812280705677,0.13130429077755523,0.06508632675441048,0.0,0.0,1.5756514893306628,0.3905179605264629,1.706955780108218,2.66853939693083
32,2025-10-07 14:09:02.673,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.30807361708654,0.33005415549185635,0.26161472341730796,0.06601083109837128,0.0,0.0,0.0,0.0,0.26161472341730796,1.3202166219674254,0.26161472341730796,0.2640433243934851,1.0464588936692318,1.0561732975739404,0.13080736170865398,0.06601083109837128,0.0,0.0,1.569688340503848,0.3960649865902276,1.7004957022125018,2.706444075033222
33,2025-10-07 14:09:02.948,15,1565.0,0,13,15,20.9,0,0,315.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3009064826051215,0.329343488925396,0.2601812965210243,0.0658686977850792,0.0,0.0,0.0,0.0,0.2601812965210243,1.317373955701584,0.2601812965210243,0.2634747911403168,1.0407251860840971,1.0538991645612672,0.13009064826051214,0.0658686977850792,0.0,0.0,1.561087779126146,0.3952121867104752,1.691178427386658,2.700616609188247
34,2025-10-07 14:09:03.428,15,1565.0,0,13,15,14.4,0,0,315.0,1317.0,Full Supervision,0.0,1.0,0.0,0.0,1.3107169333247095,0.3247763169112551,0.2621433866649419,0.06495526338225102,0.0,0.0,0.0,0.0,0.2621433866649419,1.2991052676450203,0.2621433866649419,0.2598210535290041,1.0485735466597677,1.0392842141160163,0.13107169333247096,0.06495526338225102,0.0,0.0,1.5728603199896514,0.3897315802935061,1.7039320133221225,2.6631657986722916
