msg_idx,Timestamp,CI,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,M_MODE,DL Rxqual,UL Rxqual,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL
1,2025-10-03 07:03:45.179,16,1092.0,3,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.307554520587558,0.32803841396575595,0.2615109041175116,0.06560768279315118,0.0,0.0,0.0,0.0,0.2615109041175116,1.3121536558630238,0.2615109041175116,0.26243073117260474,1.0460436164700464,1.049722924690419,0.1307554520587558,0.06560768279315118,0.0,0.0,1.5690654247050697,0.39364609675890716,1.6998208767638252,2.689914994519199
2,2025-10-03 07:03:45.541,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3292507163001297,0.33545037466025057,0.26585014326002593,0.06709007493205012,0.0,0.0,0.0,0.0,0.26585014326002593,1.3418014986410023,0.26585014326002593,0.26836029972820047,1.0634005730401037,1.0734411989128019,0.13292507163001296,0.06709007493205012,0.0,0.0,1.5951008595601557,0.4025404495923007,1.7280259311901685,2.750693072214055
3,2025-10-03 07:03:45.941,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3037315755061032,0.32688819769884614,0.26074631510122065,0.06537763953976923,0.0,0.0,0.0,0.0,0.26074631510122065,1.3075527907953846,0.26074631510122065,0.2615105581590769,1.0429852604048826,1.0460422326363077,0.13037315755061032,0.06537763953976923,0.0,0.0,1.5644778906073238,0.39226583723861536,1.6948510481579344,2.6804832211305385
4,2025-10-03 07:03:46.524,16,1092.0,0,14,13,20.9,0,0,215.0,1317.0,Full Supervision,1.0,0.0,0.0,0.0,1.2854075524089346,0.3243970556716598,0.2570815104817869,0.06487941113433196,0.0,0.0,0.0,0.0,0.2570815104817869,1.297588222686639,0.2570815104817869,0.25951764453732784,1.0283260419271476,1.0380705781493114,0.12854075524089345,0.06487941113433196,0.0,0.0,1.5424890628907215,0.3892764668059917,1.6710298181316148,2.66005585650761
5,2025-10-03 07:03:47.004,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2955598650782814,0.32542621673218697,0.25911197301565625,0.0650852433464374,0.0,0.0,0.0,0.0,0.25911197301565625,1.3017048669287479,0.25911197301565625,0.2603409733857496,1.036447892062625,1.0413638935429983,0.12955598650782812,0.0650852433464374,0.0,0.0,1.5546718380939377,0.39051146007862436,1.6842278246017657,2.6684949772039332
6,2025-10-03 07:03:47.349,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.3073399729837423,0.32311496350095287,0.26146799459674847,0.06462299270019058,0.0,0.0,0.0,0.0,0.26146799459674847,1.2924598540038115,0.26146799459674847,0.2584919708007623,1.0458719783869939,1.0339678832030492,0.13073399729837423,0.06462299270019058,0.0,0.0,1.5688079675804907,0.38773795620114343,1.6995419648788652,2.6495427007078134
7,2025-10-03 07:03:47.484,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.321074947874736,0.3236267235019822,0.26421498957494716,0.06472534470039644,0.0,0.0,0.0,0.0,0.26421498957494716,1.2945068940079287,0.26421498957494716,0.25890137880158576,1.0568599582997886,1.035605515206343,0.13210749478747358,0.06472534470039644,0.0,0.0,1.5852899374496832,0.3883520682023786,1.7173974322371566,2.653739132716254
8,2025-10-03 07:03:47.964,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2998134111083883,0.3272692799877831,0.2599626822216777,0.06545385599755663,0.0,0.0,0.0,0.0,0.2599626822216777,1.3090771199511324,0.2599626822216777,0.2618154239902265,1.0398507288867107,1.047261695960906,0.12998134111083884,0.06545385599755663,0.0,0.0,1.559776093330066,0.3927231359853397,1.689757434440905,2.6836080958998214
9,2025-10-03 07:03:47.973,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2909788596074923,0.323429627895257,0.25819577192149845,0.0646859255790514,0.0,0.0,0.0,0.0,0.25819577192149845,1.293718511581028,0.25819577192149845,0.2587437023162056,1.0327830876859938,1.0349748092648223,0.12909788596074923,0.0646859255790514,0.0,0.0,1.5491746315289907,0.3881155534743084,1.67827251748974,2.6521229487411073
10,2025-10-03 07:03:48.357,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.2976308686936755,0.32286530341075814,0.2595261737387351,0.06457306068215163,0.0,0.0,0.0,0.0,0.2595261737387351,1.2914612136430326,0.2595261737387351,0.2582922427286065,1.0381046949549404,1.033168970914426,0.12976308686936755,0.06457306068215163,0.0,0.0,1.5571570424324106,0.38743836409290977,1.6869201293017781,2.6474954879682167
11,2025-10-03 07:03:48.373,16,1092.0,0,14,15,20.9,0,0,215.0,1317.0,Full Supervision,0.0,0.0,0.0,0.0,1.301674924072853,0.3232311239052132,0.26033498481457057,0.06464622478104264,0.0,0.0,0.0,0.0,0.26033498481457057,1.2929244956208528,0.26033498481457057,0.25858489912417054,1.0413399392582823,1.0343395964966822,0.13016749240728528,0.06464622478104264,0.0,0.0,1.5620099088874235,0.38787734868625584,1.6921774012947086,2.650495216022748
