msg_idx,Timestamp,CI,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,M_MODE,DL Rxqual,UL Rxqual,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL
1,2025-10-08 19:54:10.018,1,2216.0,3,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.30459463819548,0.32349944118486795,0.0,0.0,0.0,0.0,0.0,0.0,0.260918927639096,1.2939977647394718,0.260918927639096,0.25879955294789436,1.043675710556384,1.0351982117915774,0.130459463819548,0.06469988823697359,0.0,0.0,1.30459463819548,0.32349944118486795,1.6959730296541242,2.6526954177159174
2,2025-10-08 19:54:10.052,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3258553152379227,0.33004197203598484,0.0,0.0,0.0,0.0,0.0,0.0,0.26517106304758453,1.3201678881439394,0.26517106304758453,0.2640335776287879,1.0606842521903381,1.0561343105151515,0.13258553152379227,0.06600839440719697,0.0,0.0,1.3258553152379227,0.33004197203598484,1.7236119098092995,2.7063441706950755
3,2025-10-08 19:54:10.059,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3238172414571516,0.3322087033313256,0.0,0.0,0.0,0.0,0.0,0.0,0.26476344829143034,1.3288348133253025,0.26476344829143034,0.2657669626650605,1.0590537931657213,1.063067850660242,0.13238172414571517,0.06644174066626513,0.0,0.0,1.3238172414571516,0.3322087033313256,1.7209624138942974,2.72411136731687
4,2025-10-08 19:54:10.074,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3110367145674116,0.3271603250623827,0.0,0.0,0.0,0.0,0.0,0.0,0.2622073429134823,1.3086413002495307,0.2622073429134823,0.2617282600499061,1.0488293716539292,1.0469130401996245,0.13110367145674115,0.06543206501247653,0.0,0.0,1.3110367145674116,0.3271603250623827,1.7043477289376348,2.682714665511538
5,2025-10-08 19:54:10.084,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.314456143770502,0.32888907275298246,0.0,0.0,0.0,0.0,0.0,0.0,0.2628912287541004,1.3155562910119298,0.2628912287541004,0.26311125820238596,1.0515649150164017,1.0524450328095438,0.1314456143770502,0.06577781455059649,0.0,0.0,1.314456143770502,0.32888907275298246,1.7087929869016527,2.696890396574456
6,2025-10-08 19:54:10.095,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.298539059561174,0.3262078346665099,0.0,0.0,0.0,0.0,0.0,0.0,0.2597078119122348,1.3048313386660395,0.2597078119122348,0.2609662677332079,1.0388312476489392,1.0438650709328317,0.1298539059561174,0.06524156693330198,0.0,0.0,1.298539059561174,0.3262078346665099,1.6881007774295262,2.674904244265381
7,2025-10-08 19:54:10.106,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.298578420050559,0.3254177638348983,0.0,0.0,0.0,0.0,0.0,0.0,0.2597156840101118,1.3016710553395932,0.2597156840101118,0.26033421106791865,1.0388627360404472,1.0413368442716746,0.1298578420050559,0.06508355276697966,0.0,0.0,1.298578420050559,0.3254177638348983,1.6881519460657266,2.668425663446166
8,2025-10-08 19:54:10.118,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3045572729689465,0.32709614815100685,0.0,0.0,0.0,0.0,0.0,0.0,0.2609114545937893,1.3083845926040274,0.2609114545937893,0.2616769185208055,1.0436458183751571,1.046707674083222,0.13045572729689464,0.06541922963020137,0.0,0.0,1.3045572729689465,0.32709614815100685,1.6959244548596304,2.682188414838256
9,2025-10-08 19:54:10.142,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2987069695828208,0.324490353441922,0.0,0.0,0.0,0.0,0.0,0.0,0.25974139391656414,1.297961413767688,0.25974139391656414,0.25959228275353763,1.0389655756662566,1.0383691310141505,0.12987069695828207,0.06489807068838441,0.0,0.0,1.2987069695828208,0.324490353441922,1.688319060457667,2.6608208982237604
10,2025-10-08 19:54:10.200,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.313763677896302,0.3259314805136372,0.0,0.0,0.0,0.0,0.0,0.0,0.2627527355792604,1.3037259220545487,0.2627527355792604,0.26074518441090977,1.0510109423170415,1.042980737643639,0.1313763677896302,0.06518629610272744,0.0,0.0,1.313763677896302,0.3259314805136372,1.7078927812651925,2.672638140211825
11,2025-10-08 19:54:10.685,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3010492668259435,0.32508244339658143,0.0,0.0,0.0,0.0,0.0,0.0,0.2602098533651887,1.3003297735863257,0.2602098533651887,0.2600659547172651,1.0408394134607548,1.0402638188690605,0.13010492668259435,0.06501648867931628,0.0,0.0,1.3010492668259435,0.32508244339658143,1.6913640468737268,2.6656760358519676
12,2025-10-08 19:54:11.093,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2990972775285825,0.32400016980391333,0.0,0.0,0.0,0.0,0.0,0.0,0.2598194555057165,1.2960006792156533,0.2598194555057165,0.2592001358431307,1.039277822022866,1.0368005433725227,0.12990972775285825,0.06480003396078267,0.0,0.0,1.2990972775285825,0.32400016980391333,1.6888264607871573,2.6568013923920892
13,2025-10-08 19:54:11.430,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2942029029781614,0.3238075027930667,0.0,0.0,0.0,0.0,0.0,0.0,0.2588405805956323,1.2952300111722668,0.2588405805956323,0.25904600223445334,1.0353623223825292,1.0361840089378134,0.12942029029781615,0.06476150055861334,0.0,0.0,1.2942029029781614,0.3238075027930667,1.68246377387161,2.655221522903147
14,2025-10-08 19:54:11.910,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.301574187207231,0.3249312513093686,0.0,0.0,0.0,0.0,0.0,0.0,0.26031483744144623,1.2997250052374745,0.26031483744144623,0.2599450010474949,1.041259349765785,1.0397800041899796,0.13015741872072312,0.06498625026187373,0.0,0.0,1.301574187207231,0.3249312513093686,1.6920464433694005,2.6644362607368226
15,2025-10-08 19:54:12.373,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2946841382410947,0.3234699665056888,0.0,0.0,0.0,0.0,0.0,0.0,0.25893682764821896,1.2938798660227553,0.25893682764821896,0.25877597320455104,1.0357473105928758,1.0351038928182041,0.12946841382410948,0.06469399330113776,0.0,0.0,1.2946841382410947,0.3234699665056888,1.6830893797134234,2.6524537253466485
16,2025-10-08 19:54:12.391,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2975281340288423,0.32324005319046145,0.0,0.0,0.0,0.0,0.0,0.0,0.25950562680576844,1.2929602127618458,0.25950562680576844,0.2585920425523692,1.0380225072230738,1.0343681702094767,0.12975281340288422,0.0646480106380923,0.0,0.0,1.2975281340288423,0.32324005319046145,1.6867865742374948,2.650568436161784
17,2025-10-08 19:54:12.870,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3076420027095605,0.32535908100162164,0.0,0.0,0.0,0.0,0.0,0.0,0.2615284005419121,1.3014363240064866,0.2615284005419121,0.2602872648012973,1.0461136021676485,1.0411490592051893,0.13076420027095606,0.06507181620032433,0.0,0.0,1.3076420027095605,0.32535908100162164,1.699934603522429,2.6679444642132975
18,2025-10-08 19:54:13.117,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.3126182696396116,0.3269773846649391,0.0,0.0,0.0,0.0,0.0,0.0,0.2625236539279223,1.3079095386597563,0.2625236539279223,0.2615819077319513,1.0500946157116893,1.0463276309278051,0.13126182696396116,0.06539547693298782,0.0,0.0,1.3126182696396116,0.3269773846649391,1.706403750531495,2.6812145542525005
19,2025-10-08 19:54:13.351,1,2216.0,0,3,15,20.9,0,0,120.0,1093.0,STM National,0.0,0.0,0.0,0.0,1.2940701686913434,0.32850246359921237,0.0,0.0,0.0,0.0,0.0,0.0,0.25881403373826867,1.3140098543968495,0.25881403373826867,0.2628019708793699,1.0352561349530747,1.0512078835174796,0.12940701686913433,0.06570049271984248,0.0,0.0,1.2940701686913434,0.32850246359921237,1.6822912192987463,2.6937202015135413
