train_id,direction,step,time_s,pos,CI,gnb,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL,CQI_sb1,CQI_sb2,CQI_sb3,CQI_sb4,CQI_sb5,CQI_sb6,CQI_sb7,UL_SNR_sb1,UL_SNR_sb2,UL_SNR_sb3,UL_SNR_sb4,UL_SNR_sb5,UL_SNR_sb6,UL_SNR_sb7
168,up,8778,2194.5,0,15,8,957.0,3.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.2953006979968575,0.3251724005078827,0.2590601395993715,0.0650344801015765,0.0,0.0,0.0,0.0,0.2590601395993715,1.300689602031531,0.2590601395993715,0.2601379204063062,1.036240558397486,1.040551681625225,0.1295300697996857,0.0650344801015765,0.0,0.0,1.554360837596229,0.3902068806094593,1.683890907395915,2.666413684164638,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
168,up,8779,2194.75,1,15,8,957.0,0.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.3385676649913854,0.3337696342003273,0.267713532998277,0.0667539268400654,0.0,0.0,0.0,0.0,0.267713532998277,1.3350785368013094,0.267713532998277,0.2670157073602618,1.0708541319931082,1.0680628294410477,0.1338567664991385,0.0667539268400654,0.0,0.0,1.6062811979896623,0.4005235610403928,1.7401379644888009,2.736911000442684,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
168,up,8780,2195.0,2,15,8,957.0,0.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.313382906122963,0.3277559491050534,0.2626765812245926,0.0655511898210106,0.0,0.0,0.0,0.0,0.2626765812245926,1.3110237964202138,0.2626765812245926,0.2622047592840427,1.0507063248983703,1.048819037136171,0.1313382906122963,0.0655511898210106,0.0,0.0,1.5760594873475555,0.3933071389260641,1.707397777959852,2.6875987826614383,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
168,up,8781,2195.25,3,15,8,957.0,0.0,13.0,15.0,14.4,0.0,0.0,230.0,1317.0,0.0,0.0,1.3038230080618405,0.3279600361014824,0.2607646016123681,0.0655920072202964,0.0,0.0,0.0,0.0,0.2607646016123681,1.3118401444059296,0.2607646016123681,0.2623680288811859,1.0430584064494723,1.0494721155247435,0.130382300806184,0.0655920072202964,0.0,0.0,1.5645876096742086,0.3935520433217788,1.6949699104803924,2.689272296032156,15,15,15,15,15,15,15,10.6,12.4,14.4,14.4,14.4,17.5,20.9
168,up,8782,2195.5,4,15,8,957.0,0.0,13.0,15.0,14.4,0.0,0.0,230.0,1317.0,0.0,0.0,1.3058587321623745,0.3249980466743063,0.2611717464324748,0.0649996093348612,0.0,0.0,0.0,0.0,0.2611717464324748,1.2999921866972253,0.2611717464324748,0.259998437339445,1.0446869857298997,1.0399937493577802,0.1305858732162374,0.0649996093348612,0.0,0.0,1.5670304785948497,0.3899976560091676,1.6976163518110867,2.664983982729312,15,15,15,15,15,15,15,10.6,12.4,14.4,14.4,14.4,17.5,20.9
168,up,8783,2195.75,5,15,8,957.0,0.0,13.0,15.0,14.4,0.0,0.0,230.0,1317.0,0.0,0.0,1.3131731483401636,0.3235426479904246,0.2626346296680327,0.0647085295980849,0.0,0.0,0.0,0.0,0.2626346296680327,1.2941705919616986,0.2626346296680327,0.2588341183923397,1.050538518672131,1.0353364735693589,0.1313173148340163,0.0647085295980849,0.0,0.0,1.5758077780081965,0.3882511775885096,1.7071250928422128,2.653049713521482,15,15,15,15,15,15,15,10.6,12.4,14.4,14.4,14.4,17.5,20.9
168,up,8784,2196.0,6,15,8,957.0,0.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.3067665922860576,0.3240973476026434,0.2613533184572115,0.0648194695205286,0.0,0.0,0.0,0.0,0.2613533184572115,1.2963893904105737,0.2613533184572115,0.2592778780821147,1.0454132738288462,1.0371115123284589,0.1306766592286057,0.0648194695205286,0.0,0.0,1.568119910743269,0.3889168171231721,1.698796569971875,2.657598250341676,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
168,up,8785,2196.25,7,15,8,957.0,0.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.310819986320166,0.3297952617916888,0.2621639972640331,0.0659590523583377,0.0,0.0,0.0,0.0,0.2621639972640331,1.319181047166755,0.2621639972640331,0.263836209433351,1.0486559890561329,1.0553448377334045,0.1310819986320165,0.0659590523583377,0.0,0.0,1.5729839835841992,0.3957543141500266,1.7040659822162156,2.704321146691848,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
168,up,8786,2196.5,8,15,8,1283.0,0.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.29391131666706,0.3271432148794978,0.258782263333412,0.0654286429758995,0.0,0.0,0.0,0.0,0.258782263333412,1.3085728595179913,0.258782263333412,0.2617145719035982,1.035129053333648,1.046858287614393,0.129391131666706,0.0654286429758995,0.0,0.0,1.552693580000472,0.3925718578553974,1.6820847116671778,2.682574362011882,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
168,up,8787,2196.75,9,15,8,1283.0,0.0,13.0,15.0,20.9,0.0,0.0,230.0,1317.0,0.0,0.0,1.303854866301506,0.3302451784383943,0.2607709732603012,0.0660490356876788,0.0,0.0,0.0,0.0,0.2607709732603012,1.3209807137535772,0.2607709732603012,0.2641961427507154,1.0430838930412047,1.0567845710028618,0.1303854866301506,0.0660490356876788,0.0,0.0,1.5646258395618071,0.3962942141260731,1.6950113261919575,2.7080104631948334,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
