train_id,direction,track,step,time_s,pos,CI,gnb,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL,CQI_sb1,CQI_sb2,CQI_sb3,CQI_sb4,CQI_sb5,CQI_sb6,CQI_sb7,UL_SNR_sb1,UL_SNR_sb2,UL_SNR_sb3,UL_SNR_sb4,UL_SNR_sb5,UL_SNR_sb6,UL_SNR_sb7
18,dn,A,4899,1224.75,0,1,1,2244.0,3.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3089186920205425,0.3234467736279495,0.0,0.0,0.0,0.0,0.0,0.0,0.2617837384041085,1.293787094511798,0.2617837384041085,0.2587574189023596,1.047134953616434,1.0350296756094384,0.1308918692020542,0.0646893547255899,0.0,0.0,1.3089186920205425,0.3234467736279495,1.7015942996267053,2.6522635437491857,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4900,1225.0,1,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3385588817734746,0.3353191726552813,0.0,0.0,0.0,0.0,0.0,0.0,0.2677117763546949,1.341276690621125,0.2677117763546949,0.2682553381242251,1.0708471054187796,1.0730213524969003,0.1338558881773474,0.0670638345310562,0.0,0.0,1.3385588817734746,0.3353191726552813,1.7401265463055169,2.749617215773307,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4901,1225.25,2,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3229716056450085,0.3293960273764056,0.0,0.0,0.0,0.0,0.0,0.0,0.2645943211290016,1.3175841095056224,0.2645943211290016,0.2635168219011244,1.0583772845160069,1.054067287604498,0.1322971605645008,0.0658792054752811,0.0,0.0,1.3229716056450085,0.3293960273764056,1.719863087338511,2.701047424486526,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4902,1225.5,3,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.291361242341825,0.3302777755372633,0.0,0.0,0.0,0.0,0.0,0.0,0.258272248468365,1.3211111021490534,0.258272248468365,0.2642222204298107,1.03308899387346,1.0568888817192428,0.1291361242341825,0.0660555551074526,0.0,0.0,1.291361242341825,0.3302777755372633,1.6787696150443725,2.70827775940556,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4903,1225.75,4,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3068692300572402,0.3233017323893373,0.0,0.0,0.0,0.0,0.0,0.0,0.261373846011448,1.2932069295573494,0.261373846011448,0.2586413859114699,1.045495384045792,1.0345655436458796,0.130686923005724,0.0646603464778674,0.0,0.0,1.3068692300572402,0.3233017323893373,1.698929999074412,2.6510742055925665,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4904,1226.0,5,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3185552850230486,0.3287340480785006,0.0,0.0,0.0,0.0,0.0,0.0,0.2637110570046097,1.3149361923140024,0.2637110570046097,0.2629872384628005,1.054844228018439,1.051948953851202,0.1318555285023048,0.0657468096157001,0.0,0.0,1.3185552850230486,0.3287340480785006,1.7141218705299632,2.695619194243705,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4905,1226.25,6,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3139861139543676,0.3280975170114426,0.0,0.0,0.0,0.0,0.0,0.0,0.2627972227908735,1.3123900680457703,0.2627972227908735,0.262478013609154,1.051188891163494,1.0499120544366165,0.1313986113954367,0.0656195034022885,0.0,0.0,1.3139861139543676,0.3280975170114426,1.708181948140678,2.690399639493829,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4906,1226.5,7,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.293786911294965,0.3272124776006191,0.0,0.0,0.0,0.0,0.0,0.0,0.258757382258993,1.308849910402477,0.258757382258993,0.2617699820804953,1.035029529035972,1.0470799283219814,0.1293786911294965,0.0654424955201238,0.0,0.0,1.293786911294965,0.3272124776006191,1.6819229846834542,2.6831423163250774,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4907,1226.75,8,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.2929854784787234,0.3234730741338639,0.0,0.0,0.0,0.0,0.0,0.0,0.2585970956957447,1.2938922965354558,0.2585970956957447,0.2587784593070911,1.0343883827829787,1.0351138372283646,0.1292985478478723,0.0646946148267727,0.0,0.0,1.2929854784787234,0.3234730741338639,1.6808811220223403,2.6524792078976844,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
18,dn,A,4908,1227.0,9,1,1,2244.0,0.0,3.0,15.0,20.9,0.0,0.0,130.0,1093.0,0.0,0.0,1.3021024979055569,0.3232642859151945,0.0,0.0,0.0,0.0,0.0,0.0,0.2604204995811113,1.293057143660778,0.2604204995811113,0.2586114287321556,1.0416819983244454,1.0344457149286224,0.1302102497905556,0.0646528571830389,0.0,0.0,1.3021024979055569,0.3232642859151945,1.692733247277224,2.650767144504595,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
