train_id,direction,step,time_s,pos,CI,gnb,D_LRBG,HO_state,Neighbor_Cell,CQI_wb,UL_SNR_wb,CES,EStop,V_TRAIN,NID_BG,voice_DL_kb,voice_UL_kb,etcs_DL_kb,etcs_UL_kb,ato_DL_kb,ato_UL_kb,remote_engine_ctrl_DL_kb,remote_engine_ctrl_UL_kb,pub_warn_DL_kb,pub_warn_UL_kb,telemetry_nc_DL_kb,telemetry_nc_UL_kb,equip_ctl_DL_kb,equip_ctl_UL_kb,asset_tel_DL_kb,asset_tel_UL_kb,pis_DL_kb,pis_UL_kb,video_surv_DL_kb,video_surv_UL_kb,critical_DL,critical_UL,perform_DL,perform_UL,CQI_sb1,CQI_sb2,CQI_sb3,CQI_sb4,CQI_sb5,CQI_sb6,CQI_sb7,UL_SNR_sb1,UL_SNR_sb2,UL_SNR_sb3,UL_SNR_sb4,UL_SNR_sb5,UL_SNR_sb6,UL_SNR_sb7
17,dn,0,0.0,0,2,1,2381.0,3.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.306567701619756,0.329151301119754,0.0,0.0,0.0,0.0,0.0,0.0,0.2613135403239511,1.316605204479016,0.2613135403239511,0.2633210408958032,1.0452541612958046,1.0532841635832129,0.1306567701619755,0.0658302602239508,0.0,0.0,1.306567701619756,0.329151301119754,1.6985380121056826,2.699040669181983,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,1,0.25,1,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.334787372727316,0.3305768581281184,0.0,0.0,0.0,0.0,0.0,0.0,0.2669574745454632,1.3223074325124735,0.2669574745454632,0.2644614865024947,1.0678298981818528,1.057845946009979,0.1334787372727316,0.0661153716256236,0.0,0.0,1.334787372727316,0.3305768581281184,1.7352235845455106,2.710730236650571,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,2,0.5,2,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.305960515046262,0.3315034678678503,0.0,0.0,0.0,0.0,0.0,0.0,0.2611921030092524,1.3260138714714014,0.2611921030092524,0.2652027742942803,1.0447684120370095,1.0608110971771212,0.1305960515046262,0.06630069357357,0.0,0.0,1.305960515046262,0.3315034678678503,1.6977486695601407,2.718328436516373,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,3,0.75,3,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.3068715835405125,0.3250275237759604,0.0,0.0,0.0,0.0,0.0,0.0,0.2613743167081025,1.3001100951038418,0.2613743167081025,0.2600220190207684,1.04549726683241,1.0400880760830735,0.1306871583540512,0.0650055047551921,0.0,0.0,1.3068715835405125,0.3250275237759604,1.6989330586026663,2.665225694962876,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,4,1.0,4,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.2910008822616106,0.3238420571062279,0.0,0.0,0.0,0.0,0.0,0.0,0.2582001764523221,1.2953682284249115,0.2582001764523221,0.2590736456849823,1.0328007058092885,1.0362945827399297,0.129100088226161,0.0647684114212455,0.0,0.0,1.2910008822616106,0.3238420571062279,1.678301146940094,2.655504868271069,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,5,1.25,5,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.298520008758699,0.3299311965502427,0.0,0.0,0.0,0.0,0.0,0.0,0.2597040017517398,1.319724786200971,0.2597040017517398,0.2639449572401942,1.0388160070069592,1.0557798289607767,0.1298520008758699,0.0659862393100485,0.0,0.0,1.298520008758699,0.3299311965502427,1.6880760113863087,2.7054358117119905,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,6,1.5,6,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.3039834890812334,0.3280147816063105,0.0,0.0,0.0,0.0,0.0,0.0,0.2607966978162467,1.312059126425242,0.2607966978162467,0.2624118252850483,1.0431867912649868,1.0496473011401934,0.1303983489081233,0.065602956321262,0.0,0.0,1.3039834890812334,0.3280147816063105,1.6951785358056035,2.6897212091717457,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,7,1.75,7,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.2987680413636098,0.3292993084792529,0.0,0.0,0.0,0.0,0.0,0.0,0.259753608272722,1.3171972339170115,0.259753608272722,0.2634394467834023,1.039014433090888,1.0537577871336097,0.129876804136361,0.0658598616958505,0.0,0.0,1.2987680413636098,0.3292993084792529,1.6883984537726928,2.700254329529874,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,8,2.0,8,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.2979074491358509,0.3303423704836282,0.0,0.0,0.0,0.0,0.0,0.0,0.2595814898271701,1.321369481934513,0.2595814898271701,0.2642738963869026,1.0383259593086804,1.0570955855476103,0.129790744913585,0.0660684740967256,0.0,0.0,1.2979074491358509,0.3303423704836282,1.6872796838766058,2.7088074379657514,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,9,2.25,9,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.3147413485774022,0.3284402760878255,0.0,0.0,0.0,0.0,0.0,0.0,0.2629482697154804,1.313761104351302,0.2629482697154804,0.2627522208702604,1.051793078861922,1.0510088834810416,0.1314741348577402,0.0656880552175651,0.0,0.0,1.3147413485774022,0.3284402760878255,1.709163753150623,2.693210263920169,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,10,2.5,10,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.2944543498643108,0.3278812160276291,0.0,0.0,0.0,0.0,0.0,0.0,0.2588908699728621,1.3115248641105164,0.2588908699728621,0.2623049728221033,1.0355634798914486,1.0492198912884132,0.129445434986431,0.0655762432055258,0.0,0.0,1.2944543498643108,0.3278812160276291,1.682790654823604,2.688625971426559,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,11,2.75,11,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.3114284394534543,0.3246593994345723,0.0,0.0,0.0,0.0,0.0,0.0,0.2622856878906908,1.2986375977382891,0.2622856878906908,0.2597275195476578,1.0491427515627634,1.0389100781906313,0.1311428439453454,0.0649318798869144,0.0,0.0,1.3114284394534543,0.3246593994345723,1.7048569712894903,2.6622070753634928,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
17,dn,12,3.0,12,2,1,2381.0,0.0,4.0,15.0,20.9,0.0,0.0,150.0,1093.0,0.0,0.0,1.292914013655787,0.3260904661102479,0.0,0.0,0.0,0.0,0.0,0.0,0.2585828027311574,1.3043618644409916,0.2585828027311574,0.2608723728881983,1.0343312109246297,1.0434894915527932,0.1292914013655787,0.0652180932220495,0.0,0.0,1.292914013655787,0.3260904661102479,1.6807882177525233,2.6739418221040325,15,15,15,15,15,15,15,20.9,20.9,20.9,20.9,20.9,20.9,20.9
